Code,X,Y
1964.16666,0.083321828,0.018554702
1964.24999,0.05538164,0.01369834
1964.33332,0.046346602,0.010197234
1964.41665,0.065498982,0.010697785
1964.49998,0.042629878,-0.003818158
1964.58331,0.0523096,-0.005161281
1964.66664,0.041769318,-0.01805033
1964.74997,0.02550244,-0.018822374
1964.8333,0.027024905,-0.017546421
1964.91663,0.057496706,-0.024564281
1965,0.027693962,-0.018927221
1965.08333,0.021016304,-0.010819774
1965.16666,0.021402406,-0.004219721
1965.24999,0.01411718,-0.001112953
1965.33332,0.004188761,0.002128435
1965.41665,0.059093108,0.007940557
1965.49998,0.06312086,0.009402315
1965.58331,0.049043196,0.001608998
1965.66664,0.006798055,-0.00323747
1965.74997,-0.019961438,-0.003581309
1965.8333,-0.040138561,-0.004332988
1965.91663,-0.052786928,-0.007278402
1966,-0.10577523,-0.002067841
1966.08333,-0.088532719,0.000817346
1966.16666,-0.088068568,0.004598419
1966.24999,-0.118189175,0.00196464
1966.33332,-0.037175354,0.008577327
1966.41665,-0.030110107,0.009279253
1966.49998,-0.027982804,0.009810407
1966.58331,0.000518134,0.013019057
1966.66664,-0.000151988,0.01758179
1966.74997,0.024913787,0.01486414
1966.8333,0.01260815,0.007139778
1966.91663,-0.018413428,0.00950286
1967,0.011251056,0.009172711
1967.08333,0.03562096,0.003757563
1967.16666,0.007354982,0.002070335
1967.24999,0.015391849,-0.002353531
1967.33332,-0.007476978,-0.005970575
1967.41665,-0.044184336,-0.00684859
1967.49998,-0.090169718,-0.008460762
1967.58331,-0.128171554,-0.013004885
1967.66664,-0.159748696,-0.016565186
1967.74997,-0.156755855,-0.019173394
1967.8333,-0.152762288,-0.017057078
1967.91663,-0.223643426,-0.019224857
1968,-0.203813932,-0.019713156
1968.08333,-0.121532442,-0.016290596
1968.16666,-0.102654056,-0.015935677
1968.24999,-0.200056689,-0.017304441
1968.33332,-0.198795119,-0.015060348
1968.41665,-0.255726901,-0.015648634
1968.49998,-0.218412377,-0.013155151
1968.58331,-0.150744887,-0.005284781
1968.66664,-0.161315806,-0.008810708
1968.74997,-0.183321057,-0.014000839
1968.8333,-0.214110879,-0.021400196
1968.91663,-0.238985404,-0.022185256
1969,-0.245106197,-0.013753895
1969.08333,-0.232982985,-0.015923439
1969.16666,-0.223447505,-0.012584012
1969.24999,-0.252383856,-0.011329661
1969.33332,-0.257621497,-0.017583199
1969.41665,-0.219675143,-0.014306854
1969.49998,-0.204797079,-0.009602887
1969.58331,-0.21389774,-0.00387686
1969.66664,-0.207794353,-0.004578142
1969.74997,-0.278404165,-0.003004044
1969.8333,-0.269446816,-0.00273757
1969.91663,-0.212981694,0.001347621
1970,-0.268028959,0.006493915
1970.08333,-0.243121065,0.026947678
1970.16666,-0.179627932,0.018424218
1970.24999,-0.115120828,0.010223805
1970.33332,-0.032585286,0.0155465
1970.41665,-0.087626188,0.020292535
1970.49998,-0.073651868,0.029949899
1970.58331,-0.050560026,0.034609803
1970.66664,-0.111051094,0.034349606
1970.74997,-0.106999771,0.036629123
1970.8333,-0.09151663,0.049246044
1970.91663,-0.08204808,0.044692866
1971,-0.050497278,0.03976615
1971.08333,-0.060786491,0.036424183
1971.16666,-0.061226793,0.039763528
1971.24999,-0.021213396,0.038887367
1971.33332,-0.023470403,0.035823089
1971.41665,-0.087472271,0.033435203
1971.49998,-0.096425921,0.034079314
1971.58331,-0.105976726,0.040256872
1971.66664,-0.103808512,0.033539368
1971.74997,-0.008763488,0.037100277
1971.8333,0.075314238,0.035743114
1971.91663,0.03618692,0.030261514
1972,-0.023245713,0.024785671
1972.08333,-0.038133584,0.01832753
1972.16666,-0.079594607,0.009423802
1972.24999,-0.084105827,0.0120527
1972.33332,-0.089067096,0.011912374
1972.41665,-0.078193615,0.009106749
1972.49998,-0.061226793,0.007392707
1972.58331,-0.091789444,-0.001590087
1972.66664,-0.089457632,0.004096873
1972.74997,-0.138208563,0.004114972
1972.8333,-0.172634791,0.002344141
1972.91663,-0.158045941,0.00042318
1973,-0.173916332,0.001750839
1973.08333,-0.144701029,0.007189788
1973.16666,-0.144986531,0.010255572
1973.24999,-0.128106454,0.015332368
1973.33332,-0.084228091,0.020563875
1973.41665,-0.079721118,0.02650588
1973.49998,-0.092041206,0.027198979
1973.58331,-0.085685832,0.026904449
1973.66664,-0.135858682,0.028839414
1973.74997,-0.120462997,0.026447344
1973.8333,0.005278909,0.033308874
1973.91663,0.096646372,0.04056303
1974,0.092200819,0.037348854
1974.08333,0.098821939,0.03541639
1974.16666,0.076475079,0.031958182
1974.24999,0.099980569,0.036637313
1974.33332,0.10402807,0.042500027
1974.41665,0.103959276,0.040790324
1974.49998,0.244104199,0.048534337
1974.58331,0.2653441,0.055732316
1974.66664,0.359719574,0.066208627
1974.74997,0.352830913,0.062028713
1974.8333,0.346653894,0.057441489
1974.91663,0.45150067,0.064011431
1975,0.411348381,0.05882201
1975.08333,0.311974765,0.055386431
1975.16666,0.286584009,0.049398299
1975.24999,0.234736743,0.042773646
1975.33332,0.115987898,0.036471263
1975.41665,0.119452679,0.033090747
1975.49998,0.15462079,0.034264838
1975.58331,0.206711795,0.037328526
1975.66664,0.182385559,0.03617292
1975.74997,0.138321131,0.033779297
1975.8333,0.162735424,0.035599155
1975.91663,0.192220389,0.038893864
1976,0.110708122,0.031731007
1976.08333,0.108625841,0.029584557
1976.16666,0.09874136,0.029070654
1976.24999,0.101327548,0.028567941
1976.33332,0.137346662,0.029972566
1976.41665,0.092488165,0.033058035
1976.49998,0.078679637,0.025409625
1976.58331,0.096202578,0.027773737
1976.66664,0.085953391,0.026096466
1976.74997,0.149120851,0.030271082
1976.8333,0.181971618,0.033694893
1976.91663,0.167661542,0.033626475
1977,0.240890094,0.038001159
1977.08333,0.230897284,0.046608091
1977.16666,0.216279662,0.050474085
1977.24999,0.230994288,0.056758937
1977.33332,0.25162662,0.060127805
1977.41665,0.241386446,0.063405296
1977.49998,0.262019524,0.065098537
1977.58331,0.283967646,0.074913072
1977.66664,0.294129479,0.077577716
1977.74997,0.332514877,0.066403401
1977.8333,0.308287582,0.047551484
1977.91663,0.309595085,0.046272739
1978,0.341707517,0.049879531
1978.08333,0.327976428,0.050590143
1978.16666,0.330332126,0.054486878
1978.24999,0.295037054,0.050420275
1978.33332,0.242269033,0.043869509
1978.41665,0.226367493,0.047148091
1978.49998,0.225924916,0.046585518
1978.58331,0.144184508,0.04053003
1978.66664,0.179181691,0.040122244
1978.74997,0.22011564,0.044015165
1978.8333,0.259351208,0.047480161
1978.91663,0.230947674,0.047533878
1979,0.181131066,0.046172929
1979.08333,0.199671195,0.050994351
1979.16666,0.191923508,0.049593944
1979.24999,0.183134687,0.049151942
1979.33332,0.21452827,0.05260335
1979.41665,0.200129175,0.051977941
1979.49998,0.23984093,0.051392284
1979.58331,0.201950959,0.051246652
1979.66664,0.195245107,0.048861658
1979.74997,0.210913642,0.045371276
1979.8333,0.13060995,0.04098832
1979.91663,0.070556593,0.040957683
1980,0.083908922,0.035690144
1980.08333,0.022859294,0.021365501
1980.16666,-0.002724286,0.032440696
1980.24999,0.00040008,0.042572606
1980.33332,0.073571193,0.049028753
1980.41665,0.143503232,0.046254682
1980.49998,0.141029145,0.038708858
1980.58331,0.072920216,0.023931182
1980.66664,-0.020978406,0.015395534
1980.74997,-0.074491327,0.007508829
1980.8333,-0.12564097,-0.001231867
1980.91663,-0.174501056,0.001847389
1981,-0.173099161,0.003142245
1981.08333,-0.104297851,0.012587178
1981.16666,-0.180362973,0.01407997
1981.24999,-0.176142506,0.011950689
1981.33332,-0.187786596,0.011840667
1981.41665,-0.212341418,0.016513059
1981.49998,-0.129461246,0.015397398
1981.58331,-0.181921477,0.011872696
1981.66664,-0.124385193,0.017198504
1981.74997,-0.158694626,0.016297192
1981.8333,-0.16823531,0.022142632
1981.91663,-0.047300484,0.018334512
1982,-0.013812171,0.025921435
1982.08333,-0.04646556,0.030834997
1982.16666,-0.002880846,0.037487795
1982.24999,-0.006216637,0.032462676
1982.33332,0.00275078,0.03514382
1982.41665,0.093017011,0.03524293
1982.49998,0.051798685,0.036335239
1982.58331,0.076578714,0.039977595
1982.66664,0.034136062,0.032166737
1982.74997,0.012882626,0.032280564
1982.8333,0.093228847,0.035082335
1982.91663,0.112513817,0.036601303
1983,0.079796738,0.032466969
1983.08333,0.070437486,0.028372857
1983.16666,0.010599982,0.026279242
1983.24999,-0.001601717,0.021768614
1983.33332,-0.026135474,0.019152866
1983.41665,-0.037295785,0.015206077
1983.49998,-0.082579487,0.010719953
1983.58331,-0.101901139,0.011670232
1983.66664,-0.167740772,0.008992783
1983.74997,-0.152721087,0.010488568
1983.8333,-0.12812053,0.014228963
1983.91663,-0.137984712,0.015289071
1984,-0.156992638,0.016694509
1984.08333,-0.084013889,0.023000826
1984.16666,-0.099548458,0.02261679
1984.24999,-0.137142863,0.020957441
1984.33332,-0.153363799,0.019927987
1984.41665,-0.189165583,0.022031576
1984.49998,-0.184628893,0.025396657
1984.58331,-0.250939247,0.023142574
1984.66664,-0.209099798,0.025621257
1984.74997,-0.183920278,0.029914398
1984.8333,-0.164076116,0.033379758
1984.91663,-0.105008454,0.032806257
1985,-0.139761942,0.031421326
1985.08333,-0.177109665,0.026967251
1985.16666,-0.176963059,0.026420475
1985.24999,-0.209807014,0.030419507
1985.33332,-0.192868244,0.031718218
1985.41665,-0.159466526,0.033529739
1985.49998,-0.111183529,0.035000137
1985.58331,-0.101919201,0.039097735
1985.66664,-0.078396122,0.042624053
1985.74997,-0.089872696,0.042001982
1985.8333,-0.133467391,0.04045349
1985.91663,-0.133903074,0.040557024
1986,-0.081830647,0.040252939
1986.08333,-0.129835446,0.045066867
1986.16666,-0.137611806,0.048547919
1986.24999,-0.0527727,0.051172951
1986.33332,0.010171555,0.051892796
1986.41665,-0.068517158,0.050751142
1986.49998,-0.060492848,0.052227495
1986.58331,-0.013873319,0.0523092
1986.66664,0.034799541,0.056250386
1986.74997,-0.000534857,0.058434443
1986.8333,-0.030083907,0.058829435
1986.91663,-0.021296609,0.060112783
1987,-0.059034653,0.059159664
1987.08333,-0.113378684,0.054871261
1987.16666,-0.174940215,0.051972415
1987.24999,-0.160842525,0.045528115
1987.33332,-0.259307289,0.049056386
1987.41665,-0.370917141,0.049813842
1987.49998,-0.374345889,0.050193882
1987.58331,-0.437535317,0.043014602
1987.66664,-0.437459776,0.042566459
1987.74997,-0.38043854,0.055129561
1987.8333,-0.257558891,0.070451403
1987.91663,-0.170884738,0.073277722
1988,-0.222831503,0.069665863
1988.08333,-0.214958142,0.076087588
1988.16666,-0.18598733,0.077833489
1988.24999,-0.188793071,0.079913372
1988.33332,-0.201646946,0.079829641
1988.41665,-0.294602819,0.074363763
1988.49998,-0.264831986,0.078114403
1988.58331,-0.25475384,0.070726199
1988.66664,-0.285676563,0.061853177
1988.74997,-0.285132325,0.05871583
1988.8333,-0.24027595,0.072839969
1988.91663,-0.275447535,0.072451972
1989,-0.318234798,0.075039436
1989.08333,-0.340907387,0.073750557
1989.16666,-0.338619929,0.077691183
1989.24999,-0.384298671,0.079441683
1989.33332,-0.396250786,0.080423222
1989.41665,-0.388186014,0.083210925
1989.49998,-0.342474189,0.085978894
1989.58331,-0.352026356,0.078236834
1989.66664,-0.362057134,0.076675501
1989.74997,-0.367912762,0.077893309
1989.8333,-0.32275284,0.087096283
1989.91663,-0.32862366,0.089349928
1990,-0.290218852,0.091849633
1990.08333,-0.304148995,0.089299252
1990.16666,-0.354523331,0.087989881
1990.24999,-0.367402497,0.086122853
1990.33332,-0.424339854,0.083182943
1990.41665,-0.445347141,0.082727379
1990.49998,-0.40892578,0.083295297
1990.58331,-0.314517996,0.089158677
1990.66664,-0.291736343,0.091615535
1990.74997,-0.275734483,0.089505398
1990.8333,-0.281086369,0.088034221
1990.91663,-0.285039835,0.078913509
1991,-0.230895031,0.079538928
1991.08333,-0.339627254,0.067784348
1991.16666,-0.335664768,0.05212032
1991.24999,-0.387149055,0.052996777
1991.33332,-0.371295934,0.061773245
1991.41665,-0.373910455,0.056988902
1991.49998,-0.404584721,0.053518769
1991.58331,-0.42577545,0.049452991
1991.66664,-0.371866959,0.037894578
1991.74997,-0.339165036,0.040651317
1991.8333,-0.320079318,0.047189343
1991.91663,-0.313531089,0.053659128
1992,-0.337680792,0.046458713
1992.08333,-0.319525157,0.040641823
1992.16666,-0.347236946,0.04815939
1992.24999,-0.375157092,0.04437871
1992.33332,-0.385648721,0.039891132
1992.41665,-0.355580645,0.034440285
1992.49998,-0.353759097,0.022108493
1992.58331,-0.299250895,0.021186025
1992.66664,-0.261509284,0.014215619
1992.74997,-0.217973409,0.01358062
1992.8333,-0.267579105,0.016384537
1992.91663,-0.339976803,0.012899942
1993,-0.318936524,0.014127337
1993.08333,-0.304273668,0.007223309
1993.16666,-0.266363947,0.007895358
1993.24999,-0.201722142,0.015871325
1993.33332,-0.202976762,0.016801222
1993.41665,-0.219010221,0.020288977
1993.49998,-0.203247736,0.027556419
1993.58331,-0.189844025,0.030552493
1993.66664,-0.175827181,0.033388163
1993.74997,-0.123540651,0.034637426
1993.8333,-0.11460644,0.033046188
1993.91663,-0.190911226,0.034684229
1994,-0.211359997,0.037091499
1994.08333,-0.200857042,0.036180821
1994.16666,-0.217970997,0.030431203
1994.24999,-0.261779478,0.035731989
1994.33332,-0.341632471,0.033755457
1994.41665,-0.376257351,0.036306211
1994.49998,-0.354150761,0.031557623
1994.58331,-0.404591393,0.026026428
1994.66664,-0.398284724,0.02547209
1994.74997,-0.419429813,0.024126952
1994.8333,-0.447409033,0.028756392
1994.91663,-0.459223861,0.034046688
1995,-0.456906991,0.03067948
1995.08333,-0.481339139,0.030595213
1995.16666,-0.457364719,0.032584812
1995.24999,-0.443454294,0.026910445
1995.33332,-0.448916602,0.02659564
1995.41665,-0.409680212,0.028000918
1995.49998,-0.3659818,0.027135723
1995.58331,-0.379794417,0.026223328
1995.66664,-0.440643045,0.024645083
1995.74997,-0.394512008,0.024487857
1995.8333,-0.385765675,0.027532689
1995.91663,-0.394929132,0.027588575
1996,-0.346278285,0.029035013
1996.08333,-0.383427385,0.023374914
1996.16666,-0.398173925,0.02293068
1996.24999,-0.466142434,0.024020825
1996.33332,-0.518931284,0.020302694
1996.41665,-0.559446631,0.015214352
1996.49998,-0.541059538,0.019744684
1996.58331,-0.557136718,0.019138684
1996.66664,-0.533654256,0.017179903
1996.74997,-0.592544219,0.019074479
1996.8333,-0.58832763,0.017633299
1996.91663,-0.54153328,0.017654654
1997,-0.579300761,0.014827338
1997.08333,-0.655085955,0.013125075
1997.16666,-0.614623319,0.0081879
1997.24999,-0.612534561,0.015520877
1997.33332,-0.723762221,0.011959853
1997.41665,-0.740448141,0.011557644
1997.49998,-0.754300604,0.007844302
1997.58331,-0.706298324,0.000169548
1997.66664,-0.721530535,0.00162197
1997.74997,-0.714463368,0.004467519
1997.8333,-0.667572416,-0.001080776
1997.91663,-0.663802815,-0.002193667
1998,-0.646666497,-0.010055339
1998.08333,-0.653852145,-0.017916122
1998.16666,-0.703767089,-0.028094091
1998.24999,-0.744674073,-0.025712691
1998.33332,-0.734279527,-0.021149864
1998.41665,-0.731983204,-0.022549912
1998.49998,-0.74398287,-0.033501788
1998.58331,-0.659555236,-0.024134398
1998.66664,-0.582496027,-0.021551822
1998.74997,-0.485099733,-0.042130015
1998.8333,-0.526419997,-0.066135602
1998.91663,-0.628611859,-0.078187632
1999,-0.632573057,-0.083784502
1999.08333,-0.645468399,-0.089617525
1999.16666,-0.726340148,-0.100379278
1999.24999,-0.803440012,-0.091400207
1999.33332,-0.790314725,-0.084350344
1999.41665,-0.84877049,-0.079829472
1999.49998,-0.950100679,-0.083306042
1999.58331,-0.886963667,-0.072334172
1999.66664,-0.897885592,-0.069381286
1999.74997,-0.875702043,-0.067004911
1999.8333,-0.970828537,-0.070906202
1999.91663,-0.980075344,-0.071511644
2000,-1.011148446,-0.071421054
2000.08333,-1.032895474,-0.070942832
2000.16666,-1.036007541,-0.066604398
2000.24999,-1.002460355,-0.060855768
2000.33332,-0.92163801,-0.07068027
2000.41665,-1.013429058,-0.076532878
2000.49998,-0.958487781,-0.078537778
2000.58331,-0.953060367,-0.079386881
2000.66664,-0.892893949,-0.074939484
2000.74997,-0.825691837,-0.065358049
2000.8333,-0.800193674,-0.059800355
2000.91663,-0.756987333,-0.044396797
2001,-0.661528538,-0.039840057
2001.08333,-0.614551925,-0.032392005
2001.16666,-0.499756587,-0.023659086
2001.24999,-0.453056459,-0.023390587
2001.33332,-0.560300125,-0.03349281
2001.41665,-0.578001726,-0.035226551
2001.49998,-0.529479356,-0.028984991
2001.58331,-0.497959205,-0.041631689
2001.66664,-0.318598448,-0.031239183
2001.74997,-0.301462189,-0.02840214
2001.8333,-0.315873678,-0.033254335
2001.91663,-0.349423717,-0.036657631
2002,-0.432595073,-0.031138437
2002.08333,-0.382630369,-0.022396535
2002.16666,-0.396921381,-0.025208049
2002.24999,-0.42639651,-0.021945377
2002.33332,-0.382246292,-0.023815925
2002.41665,-0.308751544,-0.018459474
2002.49998,-0.145465645,-0.002575204
2002.58331,-0.092519927,0.004321225
2002.66664,0.048627377,0.015873926
2002.74997,0.162693062,0.016911853
2002.8333,0.083392479,0.005999797
2002.91663,0.066620687,0.010188027
2003,0.080266899,0.016340539
2003.08333,0.151980536,0.027293279
2003.16666,0.185017187,0.029391095
2003.24999,0.157141648,0.022817873
2003.33332,0.068103267,0.027004575
2003.41665,0.120551991,0.02576839
2003.49998,0.188535624,0.02551036
2003.58331,0.019517228,0.023637069
2003.66664,-0.116163948,0.023880391
2003.74997,-0.09215612,0.022295391
2003.8333,-0.107288157,0.025802418
2003.91663,-0.135858682,0.026213779
2004,-0.166430967,0.023089678
2004.08333,-0.137563876,0.021261712
2004.16666,-0.092681273,0.027743097
2004.24999,-0.029820904,0.022758053
2004.33332,-0.119248628,0.02277947
2004.41665,-0.220002624,0.023554343
2004.49998,-0.195246008,0.028757452
2004.58331,-0.12456002,0.030583753
2004.66664,-0.094105818,0.031915254
2004.74997,-0.048250018,0.027498293
2004.8333,-0.081828804,0.028070988
2004.91663,-0.128539202,0.024788002
2005,-0.117567012,0.022351502
2005.08333,-0.120825514,0.024964097
2005.16666,-0.093834546,0.023349484
2005.24999,-0.134050008,0.027147813
2005.33332,-0.107247734,0.031006534
2005.41665,-0.07631083,0.03111341
2005.49998,-0.050312814,0.027570419
2005.58331,-0.087076375,0.022997022
2005.66664,-0.091756601,0.01875708
2005.74997,-0.043978607,0.022842587
2005.8333,-0.14537918,0.023180889
2005.91663,-0.180429768,0.020433409
2006,-0.168230239,0.011594918
2006.08333,-0.148635499,0.007299512
2006.16666,-0.185051992,0.012035978
2006.24999,-0.210487804,0.011439168
2006.33332,-0.246809295,0.011259549
2006.41665,-0.234854707,0.013797883
2006.49998,-0.232832462,0.015486857
2006.58331,-0.242981472,0.016873238
2006.66664,-0.224128666,0.016088875
2006.74997,-0.225291643,0.013388468
2006.8333,-0.241995923,0.01729353
2006.91663,-0.22703995,0.022655374
2007,-0.21573699,0.021465352
2007.08333,-0.262696517,0.022841168
2007.16666,-0.213542407,0.029045958
2007.24999,-0.207248288,0.022371552
2007.33332,-0.256264932,0.020440528
2007.41665,-0.264247106,0.018364135
2007.49998,-0.334978264,0.020930947
2007.58331,-0.268116917,0.027273801
2007.66664,-0.221775416,0.02717502
2007.74997,-0.210960843,0.028451332
2007.8333,-0.15320938,0.038050828
2007.91663,-0.07449504,0.040651467
2008,0.015296396,0.056886796
2008.08333,0.129084153,0.058056141
2008.16666,0.167692288,0.062571845
2008.24999,0.198528991,0.055724671
2008.33332,0.139503476,0.05441845
2008.41665,0.139381615,0.058538266
2008.49998,0.153955699,0.067029747
2008.58331,0.152988023,0.068425855
2008.66664,0.233188837,0.07771218
2008.74997,0.502872335,0.096689194
2008.8333,0.542305971,0.105682448
2008.91663,0.610804351,0.107153005
2009,1.002082852,0.108037176
2009.08333,1.033319052,0.117324025
2009.16666,0.961591491,0.12460159
2009.24999,0.861717323,0.115367419
2009.33332,0.757579041,0.103125168
2009.41665,0.618221543,0.095362111
2009.49998,0.47663678,0.0992093
2009.58331,0.440050342,0.084250696
2009.66664,0.391566641,0.086073834
2009.74997,0.418185673,0.084022968
2009.8333,0.398153404,0.087250217
2009.91663,0.369789132,0.086488445
2010,0.305130752,0.086518613
2010.08333,0.2970377,0.087715959
2010.16666,0.25502129,0.055029119
2010.24999,0.206851983,0.05251158
2010.33332,0.237648238,0.068170248
2010.41665,0.392882601,0.080719276
2010.49998,0.462924744,0.085050933
2010.58331,0.51906447,0.093042319
2010.66664,0.597364385,0.089986313
2010.74997,0.57472435,0.089389136
2010.8333,0.595693844,0.089800724
2010.91663,0.480878547,0.086505037
2011,0.279658349,0.086631396
2011.08333,0.227765466,0.086283757
2011.16666,0.198670475,0.093062589
2011.24999,0.236895173,0.096710425
2011.33332,0.22869644,0.099202039
2011.41665,0.35586099,0.105378157
2011.49998,0.388165611,0.1036335
2011.58331,0.508328744,0.122523645
2011.66664,0.791642427,0.126973047
2011.74997,0.918372898,0.124917404
2011.8333,0.826621432,0.128908804
2011.91663,0.885635444,0.12711312
2012,0.867600573,0.123159967
2012.08333,0.845226673,0.117690698
2012.16666,0.833824041,0.113958028
2012.24999,0.749450901,0.120670113
2012.33332,0.845669187,0.11907478
2012.41665,0.99452258,0.120390601
2012.49998,1.078221599,0.116640925
2012.58331,1.116044348,0.11807188
2012.66664,1.005384275,0.11235264
2012.74997,0.991078935,0.112809491
2012.8333,1.005805239,0.120831241
2012.91663,1.048508702,0.11566742
2013,0.976359258,0.110234058
2013.08333,0.864754342,0.112083969
2013.16666,0.812119924,0.106074183
2013.24999,0.814275806,0.108554891
2013.33332,0.886693095,0.104053581
2013.41665,0.815204086,0.108039469
2013.49998,0.615686264,0.107286614
2013.58331,0.506355629,0.106727357
2013.66664,0.442768301,0.105547056
2013.74997,0.401040412,0.10519789
2013.8333,0.43762473,0.102523266
2013.91663,0.39127822,0.100556439
2014,0.327199363,0.103037007
2014.08333,0.352008705,0.109676984
2014.16666,0.390947008,0.110011388
2014.24999,0.39409796,0.111397037
2014.33332,0.391748611,0.113034155
2014.41665,0.424134298,0.111525911
2014.49998,0.398509356,0.112294872
2014.58331,0.429632808,0.109604547
2014.66664,0.466387774,0.10822357
2014.74997,0.451695451,0.119025657
2014.8333,0.490973978,0.117606701
2014.91663,0.471273235,0.119562392
2015,0.535410367,0.124907499
2015.08333,0.678061543,0.120668141
2015.16666,0.636286811,0.112582778
2015.24999,0.604191695,0.106932724
2015.33332,0.658875231,0.112473511
2015.41665,0.539568093,0.11480216
2015.49998,0.47390242,0.119574757
2015.58331,0.517501189,0.124017623
2015.66664,0.631769901,0.130131677
2015.74997,0.5921568,0.128523548
2015.8333,0.610717785,0.124195552
2015.91663,0.532863347,0.127479918
2016,0.611928549,0.137047276
2016.08333,0.68995229,0.139132089
2016.16666,0.794989448,0.129306474
